created_at,iso,provider_id,measurements
2013-12-19 02:36:00,BR,7859,2
2013-12-19 02:36:00,BR,8423,2
2013-12-19 02:36:00,BR,8506,3
2013-12-19 02:36:00,BR,8593,3
2013-12-19 02:36:00,BR,10052,2
2013-12-19 02:36:00,BR,10077,3
2013-12-19 02:36:00,CA,7844,10
2013-12-19 02:36:00,CA,7845,9
2013-12-19 02:36:00,CA,7859,10
2013-12-19 02:36:00,CA,8423,11
2013-12-19 02:36:00,CA,8506,11
2013-12-19 02:36:00,CA,8593,12
2013-12-19 02:36:00,CA,10052,10
2013-12-19 02:36:00,CA,10077,8
2013-12-19 02:36:00,CL,7844,1
2013-12-19 02:36:00,CL,7859,1
2013-12-19 02:36:00,CL,8423,1
2013-12-19 02:36:00,CL,8506,1
2013-12-19 02:36:00,CL,8593,1
2013-12-19 02:36:00,CL,10052,1
2013-12-19 02:36:00,CL,10077,1
2013-12-19 02:36:00,DE,7844,2
2013-12-19 02:36:00,DE,7845,2
2013-12-19 02:36:00,DE,7859,2
2013-12-19 02:36:00,DE,8423,2
2013-12-19 02:36:00,DE,8506,3
2013-12-19 02:36:00,DE,8593,2
2013-12-19 02:36:00,DE,10052,2
2013-12-19 02:36:00,DE,10077,3
2013-12-19 02:36:00,DK,7844,1
2013-12-19 02:36:00,DK,7845,1
2013-12-19 02:36:00,DK,7859,1
2013-12-19 02:36:00,DK,8423,1
2013-12-19 02:36:00,DK,8506,1
2013-12-19 02:36:00,DK,8593,1
2013-12-19 02:36:00,DK,10052,1
2013-12-19 02:36:00,DK,10077,1
2013-12-19 02:36:00,ES,7859,1
2013-12-19 02:36:00,GB,7844,3
2013-12-19 02:36:00,GB,7845,4
2013-12-19 02:36:00,GB,7859,3
2013-12-19 02:36:00,GB,8423,3
2013-12-19 02:36:00,GB,8506,4
2013-12-19 02:36:00,GB,8593,3
2013-12-19 02:36:00,GB,10052,4
2013-12-19 02:36:00,GB,10077,4
2013-12-19 02:36:00,IT,7844,7
2013-12-19 02:36:00,IT,7845,7
2013-12-19 02:36:00,IT,7859,7
2013-12-19 02:36:00,IT,8423,9
2013-12-19 02:36:00,IT,8506,7
2013-12-19 02:36:00,IT,8593,7
2013-12-19 02:36:00,IT,10052,7
2013-12-19 02:36:00,IT,10077,7
2013-12-19 02:36:00,MX,7844,3
2013-12-19 02:36:00,MX,7845,1
2013-12-19 02:36:00,MX,7859,2
2013-12-19 02:36:00,MX,8423,2
2013-12-19 02:36:00,MX,8506,2
2013-12-19 02:36:00,MX,8593,3
2013-12-19 02:36:00,MX,10052,2
2013-12-19 02:36:00,MX,10077,2
2013-12-19 02:36:00,NG,7845,1
2013-12-19 02:36:00,NO,7844,3
2013-12-19 02:36:00,NO,7845,4
2013-12-19 02:36:00,NO,7859,5
2013-12-19 02:36:00,NO,8423,3
2013-12-19 02:36:00,NO,8506,4
2013-12-19 02:36:00,NO,8593,3
2013-12-19 02:36:00,NO,10052,5
2013-12-19 02:36:00,NO,10077,4
2013-12-19 02:36:00,NZ,7845,1
2013-12-19 02:36:00,NZ,7859,1
2013-12-19 02:36:00,NZ,8423,1
2013-12-19 02:36:00,NZ,8506,1
2013-12-19 02:36:00,NZ,10052,1
2013-12-19 02:36:00,NZ,10077,1
2013-12-19 02:36:00,PE,7844,1
2013-12-19 02:36:00,PE,7845,1
2013-12-19 02:36:00,PE,7859,1
2013-12-19 02:36:00,PE,8423,1
2013-12-19 02:36:00,PE,8506,1
2013-12-19 02:36:00,PE,8593,1
2013-12-19 02:36:00,PE,10052,1
2013-12-19 02:36:00,PE,10077,1
2013-12-19 02:36:00,PL,7844,1
2013-12-19 02:36:00,PL,7845,1
2013-12-19 02:36:00,PL,7859,1
2013-12-19 02:36:00,PL,8423,1
2013-12-19 02:36:00,PL,8506,1
2013-12-19 02:36:00,PL,8593,1
2013-12-19 02:36:00,PL,10052,1
2013-12-19 02:36:00,PL,10077,1
2013-12-19 02:36:00,PT,7844,1
2013-12-19 02:36:00,PT,7845,1
2013-12-19 02:36:00,PT,7859,1
2013-12-19 02:36:00,PT,8506,1
2013-12-19 02:36:00,PT,8593,1
2013-12-19 02:36:00,PT,10052,1
2013-12-19 02:36:00,PT,10077,1
2013-12-19 02:36:00,RS,7844,4
